LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet,Latitude,Longitude
LINC-103705,CGL-203705,"4069 Centre St N, Calgary, AB",Tuscany,Condo,1,3.6,401784,2020,1219,51.175605,-113.946
LINC-103706,CGL-203706,"3991 17 Ave SW, Calgary, AB",Brentwood,Condo,2,2.4,1054371,1997,2308,50.88003,-113.99216
LINC-103707,CGL-203707,"6302 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.2,1003229,1992,1699,50.89571,-113.94804
LINC-103708,CGL-203708,"9774 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,1.6,339213,2016,3396,51.07617,-114.10736
LINC-103709,CGL-203709,"3427 Elbow Dr SW, Calgary, AB",Tuscany,Detached,4,3.6,640607,1978,846,51.03627,-114.27224
LINC-103710,CGL-203710,"724 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,5,2.5,374468,1963,1813,51.16423,-114.25456
LINC-103711,CGL-203711,"358 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.3,955845,2009,2977,50.88171,-114.24724
LINC-103712,CGL-203712,"2172 Centre St N, Calgary, AB",Seton,Condo,1,3.7,474006,1970,2585,51.10508,-114.1836
LINC-103713,CGL-203713,"1927 Memorial Dr NE, Calgary, AB",Mahogany,Detached,5,1.3,306177,2014,2503,50.96144,-114.0418
LINC-103714,CGL-203714,"3845 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,2,1.3,826659,1981,2126,51.040645,-114.2888
LINC-103715,CGL-203715,"9393 17 Ave SW, Calgary, AB",Seton,Condo,4,1.7,732879,2005,2482,51.13644,-114.00956
LINC-103716,CGL-203716,"1966 Memorial Dr NE, Calgary, AB",Beltline,Condo,2,2.7,965595,2007,2496,51.11971,-114.12384
LINC-103717,CGL-203717,"116 Centre St N, Calgary, AB",Panorama Hills,Condo,3,3.6,1026454,1960,2028,50.91839,-114.04776
LINC-103718,CGL-203718,"3319 17 Ave SW, Calgary, AB",Tuscany,Condo,3,1.2,1098155,1972,524,51.045965,-114.14796
LINC-103719,CGL-203719,"2245 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,5,1.7,768381,2021,3010,51.12671,-114.05056
LINC-103720,CGL-203720,"660 8 Ave NE, Calgary, AB",Panorama Hills,Condo,3,3.6,428363,1990,2560,50.91671,-114.0256
LINC-103721,CGL-203721,"6649 Centre St N, Calgary, AB",Seton,Condo,1,1.7,1066957,1956,1614,51.022165,-113.92596
LINC-103722,CGL-203722,"239 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,2,1.8,968111,2008,3282,51.087615,-114.13552
LINC-103723,CGL-203723,"5801 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,3.1,403297,1980,2236,51.178685,-113.986
LINC-103724,CGL-203724,"8975 Crowchild Trail NW, Calgary, AB",Beltline,Detached,1,3.7,1120427,2020,3223,51.10053,-114.15128
LINC-103725,CGL-203725,"2265 Centre St N, Calgary, AB",Brentwood,Detached,1,3.6,578804,1962,1498,50.913455,-113.93132
LINC-103726,CGL-203726,"4106 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,1,2.6,417439,1969,511,51.031405,-114.16716
LINC-103727,CGL-203727,"1714 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.5,1084765,1980,1211,51.046945,-114.04452
LINC-103728,CGL-203728,"616 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,3.1,330527,1999,2642,50.988985,-114.14424
LINC-103729,CGL-203729,"2091 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,1.7,1131953,1951,1473,51.16717,-113.93508
LINC-103730,CGL-203730,"8905 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,1,2.9,985485,2011,1505,51.031755,-114.06528
LINC-103731,CGL-203731,"6332 Crowchild Trail NW, Calgary, AB",Beltline,Condo,5,2.8,571133,2012,2254,50.878525,-114.17096
LINC-103732,CGL-203732,"7999 8 Ave NE, Calgary, AB",Beltline,Detached,1,2.1,334717,1982,3362,50.9333,-114.24556
LINC-103733,CGL-203733,"1733 Memorial Dr NE, Calgary, AB",Beltline,Condo,1,2.4,704769,1980,1601,50.88703,-113.9754
LINC-103734,CGL-203734,"9285 MacLeod Trail SE, Calgary, AB",Seton,Detached,5,3.5,586216,1963,1238,51.175675,-114.16944
LINC-103735,CGL-203735,"3650 Centre St N, Calgary, AB",Beltline,Townhouse,3,1.2,365478,1960,3048,51.10543,-114.2504
LINC-103736,CGL-203736,"4438 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,1.8,631019,2003,2980,51.049955,-114.2344
LINC-103737,CGL-203737,"7843 8 Ave NE, Calgary, AB",Signal Hill,Condo,3,2.0,1112666,1964,2957,51.063815,-114.097
LINC-103738,CGL-203738,"3148 Centre St N, Calgary, AB",Mahogany,Condo,1,1.7,717819,1964,3318,50.97047,-114.27144
LINC-103739,CGL-203739,"8308 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,1.7,621589,2001,936,50.900015,-114.19096
LINC-103740,CGL-203740,"2303 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,2.6,276486,1997,1988,51.127025,-113.97752
LINC-103741,CGL-203741,"8200 8 Ave NE, Calgary, AB",Mahogany,Detached,2,2.6,1143462,2017,2457,50.885105,-113.90372
LINC-103742,CGL-203742,"4793 Memorial Dr NE, Calgary, AB",Beltline,Detached,2,1.7,937107,1986,3232,51.101195,-114.2714
LINC-103743,CGL-203743,"6338 17 Ave SW, Calgary, AB",Tuscany,Condo,4,3.7,434453,2013,2237,50.937395,-114.26272
LINC-103744,CGL-203744,"3455 Elbow Dr SW, Calgary, AB",Brentwood,Detached,3,3.9,365815,1959,2372,51.013135,-113.9536
LINC-103745,CGL-203745,"6917 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,3,1.5,953534,1963,2034,51.17431,-114.13168
LINC-103746,CGL-203746,"3140 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,1,2.8,807700,2003,1348,51.046945,-114.03708
LINC-103747,CGL-203747,"6910 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,3,2.2,645426,2018,2815,51.05629,-113.91192
LINC-103748,CGL-203748,"6448 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,1,1.6,827981,2021,1447,50.92518,-114.03104
LINC-103749,CGL-203749,"148 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,2.5,882659,1979,2144,51.010545,-114.11204
LINC-103750,CGL-203750,"3819 Elbow Dr SW, Calgary, AB",Seton,Detached,3,2.7,439923,1968,3395,50.869565,-114.01572
LINC-103751,CGL-203751,"9829 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,2,2.4,310451,1999,1850,51.09444,-114.23648
LINC-103753,CGL-203753,"2478 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,2.4,384513,2015,1142,50.95346,-113.96724
LINC-103754,CGL-203754,"4700 Centre St N, Calgary, AB",Beltline,Townhouse,2,1.1,812533,1964,2328,51.012015,-114.1234
LINC-103755,CGL-203755,"9658 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,1,3.5,753797,1992,3273,51.06126,-114.02432
LINC-103756,CGL-203756,"7443 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,5,3.0,1123076,2023,2454,51.113025,-114.19292
LINC-103757,CGL-203757,"4767 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,5,2.8,581060,1970,1052,50.98027,-114.05288
LINC-103758,CGL-203758,"1844 Centre St N, Calgary, AB",Beltline,Detached,3,2.6,679097,1992,2210,51.02878,-114.11372
LINC-103759,CGL-203759,"5931 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,5,2.9,945111,1963,538,50.957765,-114.11516
LINC-103760,CGL-203760,"7188 17 Ave SW, Calgary, AB",Mahogany,Detached,3,2.2,505070,1962,2170,51.06112,-114.09424
LINC-103761,CGL-203761,"3378 Memorial Dr NE, Calgary, AB",Beltline,Detached,5,2.4,634327,1995,2337,51.05167,-114.12576
LINC-103762,CGL-203762,"3016 Elbow Dr SW, Calgary, AB",Seton,Condo,1,2.3,569908,2002,1392,50.88185,-114.08328
LINC-103763,CGL-203763,"8095 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,1,2.7,1184949,1977,2652,51.1741,-114.00628
LINC-103764,CGL-203764,"9766 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,1,2.2,424786,1956,966,51.13399,-113.93884
LINC-103765,CGL-203765,"3494 Elbow Dr SW, Calgary, AB",Seton,Detached,4,1.2,767736,1994,1272,51.143265,-114.22128
LINC-103766,CGL-203766,"2913 17 Ave SW, Calgary, AB",Mahogany,Detached,2,2.3,376389,1980,814,50.99287,-114.25336
LINC-103767,CGL-203767,"7803 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,3,1.8,288410,1955,1771,50.91342,-114.09384
LINC-103768,CGL-203768,"9964 Memorial Dr NE, Calgary, AB",Beltline,Detached,4,3.0,880589,1995,1711,51.147815,-114.0446
LINC-103769,CGL-203769,"6187 Crowchild Trail NW, Calgary, AB",Seton,Condo,5,1.7,978597,2003,1460,50.913875,-114.24576
LINC-103770,CGL-203770,"9892 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,2.4,541977,1977,2972,50.860465,-114.0018
LINC-103771,CGL-203771,"2625 8 Ave NE, Calgary, AB",Tuscany,Condo,1,2.3,535557,1958,2958,50.985555,-114.22188
LINC-103772,CGL-203772,"3118 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,3,3.5,1159793,2003,1235,51.111135,-114.20096
LINC-103775,CGL-203775,"9190 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,1.9,478199,1956,2970,51.134305,-114.09024
LINC-103776,CGL-203776,"4070 17 Ave SW, Calgary, AB",Seton,Condo,5,2.2,943609,1993,3046,51.151175,-114.24716
LINC-103777,CGL-203777,"855 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,2.1,1076550,2018,2403,51.016845,-114.14732
LINC-103778,CGL-203778,"2321 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,1,2.7,1035654,1972,3377,51.136265,-114.02416
LINC-103779,CGL-203779,"1863 Centre St N, Calgary, AB",Mahogany,Townhouse,2,2.0,1047373,1961,2214,51.110715,-114.1524
LINC-103780,CGL-203780,"6661 Crowchild Trail NW, Calgary, AB",Beltline,Detached,2,1.6,901899,2010,1286,50.88325,-114.09484
LINC-103781,CGL-203781,"7125 Centre St N, Calgary, AB",Beltline,Condo,2,1.4,938770,1978,3394,51.142005,-114.21644
LINC-103782,CGL-203782,"4912 17 Ave SW, Calgary, AB",Panorama Hills,Detached,3,1.4,429988,1971,1607,50.91741,-113.91416
LINC-103783,CGL-203783,"1641 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,3.4,314310,2002,3259,50.957485,-113.90192
LINC-103784,CGL-203784,"4124 8 Ave NE, Calgary, AB",Panorama Hills,Detached,4,1.9,1195592,1951,885,51.02143,-114.22656
LINC-103785,CGL-203785,"9017 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,1.8,560935,2020,1608,51.038125,-114.0482
LINC-103786,CGL-203786,"2644 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,3.1,506534,1997,529,50.88437,-113.9216
LINC-103787,CGL-203787,"9945 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,3,3.1,345275,1965,3237,51.12293,-114.29396
LINC-103788,CGL-203788,"8533 Centre St N, Calgary, AB",Panorama Hills,Detached,3,2.2,537272,1951,3009,51.06196,-113.97928
LINC-103790,CGL-203790,"1164 8 Ave NE, Calgary, AB",Mahogany,Detached,3,1.9,917195,1967,1729,51.19426,-114.11704
LINC-103791,CGL-203791,"5421 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,5,1.2,1114710,1972,2079,51.067665,-114.13636
LINC-103792,CGL-203792,"1346 Elbow Dr SW, Calgary, AB",Seton,Detached,1,2.9,583768,1999,1808,51.045405,-114.07188
LINC-103793,CGL-203793,"4477 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,4.0,286944,1972,1490,51.03165,-114.00208
LINC-103795,CGL-203795,"9436 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,2.2,846305,1982,880,51.099375,-113.98944
LINC-103796,CGL-203796,"1171 Elbow Dr SW, Calgary, AB",Seton,Townhouse,2,2.8,267031,1979,1751,50.91986,-114.05476
LINC-103797,CGL-203797,"2177 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,2,1.9,646934,2004,3258,50.880205,-114.0848
LINC-103798,CGL-203798,"3011 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,3,2.2,461363,1988,3262,51.15975,-114.1648
LINC-103799,CGL-203799,"8576 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.8,745598,1997,919,51.05447,-114.2372
LINC-103800,CGL-203800,"8731 Centre St N, Calgary, AB",Mahogany,Townhouse,3,3.2,782393,2005,1982,50.8633,-114.29988
LINC-103801,CGL-203801,"4818 8 Ave NE, Calgary, AB",Tuscany,Detached,5,1.5,900350,1967,2771,51.129895,-114.00828
LINC-103802,CGL-203802,"5502 MacLeod Trail SE, Calgary, AB",Beltline,Condo,3,1.6,1111082,1952,2865,50.863195,-113.91372
LINC-103803,CGL-203803,"5791 8 Ave NE, Calgary, AB",Seton,Townhouse,5,3.4,641347,1984,2464,51.10795,-114.21576
LINC-103804,CGL-203804,"235 8 Ave NE, Calgary, AB",Signal Hill,Condo,5,3.6,692446,1986,1838,51.184145,-113.91564
LINC-103805,CGL-203805,"3532 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,4,2.2,296977,1983,2375,50.90614,-113.90124
LINC-103806,CGL-203806,"2141 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,1.0,1049038,1993,1622,50.937745,-114.02488
LINC-103807,CGL-203807,"2334 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,3.8,548636,2001,3231,51.061155,-114.11412
LINC-103808,CGL-203808,"6281 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,4,2.8,890984,1983,2371,51.041065,-114.21088
LINC-103809,CGL-203809,"368 Centre St N, Calgary, AB",Panorama Hills,Detached,4,3.1,1146675,1952,2274,51.181905,-114.1548
LINC-103810,CGL-203810,"9672 17 Ave SW, Calgary, AB",Beltline,Condo,5,2.3,336020,1960,607,50.94373,-114.15864
LINC-103811,CGL-203811,"3620 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,4,1.3,661239,2011,1968,50.871805,-114.2956
LINC-103812,CGL-203812,"6962 Centre St N, Calgary, AB",Panorama Hills,Condo,1,3.0,330293,2019,3481,51.11677,-114.09696
LINC-103813,CGL-203813,"8376 Centre St N, Calgary, AB",Beltline,Townhouse,1,2.2,944352,1987,1568,51.03361,-114.07356
LINC-103814,CGL-203814,"9323 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,2,1.9,467566,1997,3001,51.018315,-114.15736
LINC-103815,CGL-203815,"7226 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,1,3.6,541754,1991,568,51.06413,-114.06872
LINC-103816,CGL-203816,"5590 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,3.4,490465,2012,1905,51.15842,-113.9194
LINC-103817,CGL-203817,"5193 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,3.7,1084042,2021,2280,51.11292,-114.28316
LINC-103818,CGL-203818,"1281 Centre St N, Calgary, AB",Seton,Townhouse,5,2.8,1193203,1992,2325,50.883495,-114.00584
LINC-103819,CGL-203819,"2137 MacLeod Trail SE, Calgary, AB",Beltline,Detached,3,1.2,1154086,1980,2707,50.93225,-113.9834
LINC-103820,CGL-203820,"5403 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,4,3.2,1042272,1998,1732,51.14071,-114.274
LINC-103822,CGL-203822,"4810 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,4,3.6,1160344,1956,3249,51.01317,-113.96872
LINC-103823,CGL-203823,"6413 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,1.7,1005069,1960,589,50.94275,-114.15452
LINC-103824,CGL-203824,"1401 Memorial Dr NE, Calgary, AB",Seton,Detached,4,2.6,645703,1992,844,50.8682,-113.98092
LINC-103825,CGL-203825,"3514 17 Ave SW, Calgary, AB",Seton,Condo,5,3.6,404591,2012,2382,51.01352,-114.09444
LINC-103826,CGL-203826,"5838 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,3.7,656104,1991,2199,51.149425,-113.93092
LINC-103827,CGL-203827,"2503 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,1.6,568813,1986,1365,50.912265,-113.92788
LINC-103828,CGL-203828,"9850 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,5,2.1,1024635,1981,1452,50.88787,-114.076
LINC-103830,CGL-203830,"7008 17 Ave SW, Calgary, AB",Mahogany,Townhouse,1,2.3,480519,1965,2328,51.063465,-113.9262
LINC-103831,CGL-203831,"5039 MacLeod Trail SE, Calgary, AB",Seton,Condo,4,2.4,698798,1972,3265,50.97922,-114.03964
LINC-103832,CGL-203832,"6874 8 Ave NE, Calgary, AB",Mahogany,Detached,4,2.3,578373,1955,2586,50.858715,-114.15924
LINC-103833,CGL-203833,"9181 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,3,3.4,1060951,1997,3011,50.886925,-114.22996
LINC-103834,CGL-203834,"4566 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,3.8,1130081,2014,3419,51.042255,-113.99208
LINC-103835,CGL-203835,"5576 8 Ave NE, Calgary, AB",Signal Hill,Condo,2,2.3,732025,1982,612,50.94394,-113.98524
LINC-103836,CGL-203836,"4032 Centre St N, Calgary, AB",Mahogany,Condo,4,2.7,545061,1953,1586,50.851785,-113.96452
LINC-103837,CGL-203837,"2562 17 Ave SW, Calgary, AB",Seton,Condo,4,2.4,334428,1989,2944,51.021605,-113.90684
LINC-103838,CGL-203838,"7393 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,1.2,1041025,2010,1350,51.08877,-114.22144
LINC-103839,CGL-203839,"3507 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,1,3.4,924601,1955,2838,50.859625,-114.1872
LINC-103840,CGL-203840,"4650 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,2.2,1011237,2014,1114,51.00624,-113.97088
LINC-103841,CGL-203841,"4067 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,3,2.0,800852,1992,3181,51.148725,-114.06644
LINC-103842,CGL-203842,"7024 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,3.7,1156933,1966,2185,51.101125,-114.27588
LINC-103843,CGL-203843,"7142 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,3.6,288607,1983,2410,50.97033,-114.15052
LINC-103844,CGL-203844,"573 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,1,1.2,1021345,1981,1760,50.879575,-113.90556
LINC-103845,CGL-203845,"9683 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,4,1.2,879152,2014,2825,51.119255,-114.24604
LINC-103846,CGL-203846,"9792 Elbow Dr SW, Calgary, AB",Mahogany,Condo,1,1.3,356747,1990,2557,50.946215,-114.09516
LINC-103847,CGL-203847,"3623 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,2.3,577112,1989,2426,51.10186,-114.00328
LINC-103848,CGL-203848,"7451 Centre St N, Calgary, AB",Beltline,Townhouse,4,2.5,951423,1950,1649,50.94226,-113.92504
LINC-103850,CGL-203850,"2512 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.1,636777,2001,1905,50.85595,-113.9234
LINC-103851,CGL-203851,"9936 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,2.9,321092,1985,3442,50.93477,-114.17344
LINC-103852,CGL-203852,"2788 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,1.0,439247,2023,3385,50.9725,-114.2628
LINC-103853,CGL-203853,"3146 Centre St N, Calgary, AB",Mahogany,Condo,1,1.9,1128891,2011,3286,50.909815,-114.2124
LINC-103854,CGL-203854,"4064 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,3.7,320344,1982,724,51.03172,-114.0232
LINC-103855,CGL-203855,"5909 17 Ave SW, Calgary, AB",Brentwood,Detached,5,2.2,283797,1989,2484,50.85812,-113.95988
LINC-103856,CGL-203856,"5138 Centre St N, Calgary, AB",Seton,Detached,2,2.7,1128715,1961,1537,51.1972,-114.20296
LINC-103857,CGL-203857,"7534 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,1.5,727319,1988,1738,51.183585,-114.27772
LINC-103858,CGL-203858,"2200 17 Ave SW, Calgary, AB",Brentwood,Condo,5,1.8,358120,1952,3253,50.92672,-113.95848
LINC-103859,CGL-203859,"2827 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,4,2.9,1129024,1995,836,50.9865,-114.1358
LINC-103860,CGL-203860,"8902 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,2.2,1159182,2013,2462,50.9592,-114.22288
LINC-103861,CGL-203861,"5055 17 Ave SW, Calgary, AB",Brentwood,Detached,2,3.8,330063,2014,3261,50.874605,-114.0748
LINC-103863,CGL-203863,"8857 Memorial Dr NE, Calgary, AB",Beltline,Condo,2,3.9,802838,2018,1993,51.149565,-114.1826
LINC-103864,CGL-203864,"2849 Elbow Dr SW, Calgary, AB",Beltline,Condo,5,2.8,610424,1957,2864,50.86029,-114.15984
LINC-103865,CGL-203865,"8660 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,1,3.8,830911,1998,1852,50.954475,-114.1574
LINC-103866,CGL-203866,"6014 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,4,2.4,1044714,1972,1381,51.11117,-114.2056
LINC-103867,CGL-203867,"8915 8 Ave NE, Calgary, AB",Seton,Detached,5,1.7,808359,2023,875,51.06497,-113.95124
LINC-103868,CGL-203868,"9074 Elbow Dr SW, Calgary, AB",Seton,Detached,1,4.0,808754,1958,1557,51.182465,-113.90908
LINC-103869,CGL-203869,"6410 8 Ave NE, Calgary, AB",Tuscany,Detached,5,3.9,431455,1989,1143,51.189045,-114.2052
LINC-103870,CGL-203870,"1784 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,5,2.4,1132045,1980,713,50.899385,-113.99092
LINC-103871,CGL-203871,"9727 Elbow Dr SW, Calgary, AB",Beltline,Detached,1,2.5,412254,2010,1291,50.85245,-114.11052
LINC-103872,CGL-203872,"4936 17 Ave SW, Calgary, AB",Beltline,Condo,4,1.3,511576,1960,1861,51.16773,-113.959
LINC-103873,CGL-203873,"5938 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,1,2.0,290885,1974,741,51.19986,-114.16908
LINC-103874,CGL-203874,"5134 MacLeod Trail SE, Calgary, AB",Beltline,Condo,4,2.6,954348,1962,694,50.921855,-114.2062
LINC-103875,CGL-203875,"6772 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,3.0,578059,1990,2370,51.063535,-114.20916
LINC-103876,CGL-203876,"6764 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,1.7,1089091,1989,1833,51.09276,-114.01352
LINC-103877,CGL-203877,"5073 17 Ave SW, Calgary, AB",Seton,Townhouse,2,2.8,353054,1968,2165,51.15296,-114.15376
LINC-103878,CGL-203878,"9896 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,2.3,967683,1960,3031,51.153765,-114.0304
LINC-103879,CGL-203879,"1787 17 Ave SW, Calgary, AB",Mahogany,Detached,4,3.9,649020,1961,570,51.00386,-114.15596
LINC-103880,CGL-203880,"1064 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,2.9,417811,1982,1048,50.87842,-114.19044
LINC-103881,CGL-203881,"2123 Centre St N, Calgary, AB",Signal Hill,Detached,4,3.5,382063,1969,3314,51.018245,-114.04512
LINC-103882,CGL-203882,"1471 Elbow Dr SW, Calgary, AB",Seton,Condo,3,3.8,671641,1971,3163,51.04845,-114.22264
LINC-103883,CGL-203883,"6342 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,4,3.9,281957,2017,1292,50.881395,-113.9924
LINC-103884,CGL-203884,"4539 Centre St N, Calgary, AB",Signal Hill,Townhouse,1,3.2,261662,1994,2829,51.00841,-113.91936
LINC-103885,CGL-203885,"3874 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,3,2.5,1046984,1966,2757,51.159085,-114.134
LINC-103886,CGL-203886,"7568 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,1.4,298891,2009,1594,50.975615,-114.25924
LINC-103887,CGL-203887,"9256 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,2,1.8,450670,2021,2396,50.972465,-114.23144
LINC-103888,CGL-203888,"2100 8 Ave NE, Calgary, AB",Signal Hill,Condo,1,1.9,445314,1955,1856,50.987445,-114.0714
LINC-103889,CGL-203889,"8484 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,2,3.7,791074,2001,565,51.06077,-114.15104
LINC-103890,CGL-203890,"6327 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,1.5,1122156,1973,1573,50.87856,-114.22416
LINC-103892,CGL-203892,"5688 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,1,1.8,337484,2014,3484,51.14715,-114.01764
LINC-103893,CGL-203893,"9675 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,3.9,522194,1976,644,51.008445,-113.936
LINC-103894,CGL-203894,"1636 Centre St N, Calgary, AB",Tuscany,Townhouse,3,2.3,391072,1978,2608,50.92063,-114.26852
LINC-103895,CGL-203895,"9256 Centre St N, Calgary, AB",Signal Hill,Townhouse,5,2.3,1172823,1998,1923,51.075785,-114.28412
LINC-103896,CGL-203896,"7072 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,1.2,658266,1956,2206,50.862075,-113.93128
LINC-103897,CGL-203897,"2196 8 Ave NE, Calgary, AB",Seton,Townhouse,1,3.7,352432,1974,2777,50.878875,-113.9312
LINC-103898,CGL-203898,"6361 17 Ave SW, Calgary, AB",Tuscany,Condo,5,1.8,1039825,2007,826,50.94002,-114.15156
LINC-103900,CGL-203900,"4300 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,3.2,837327,1971,3441,51.17592,-114.14276
LINC-103901,CGL-203901,"9431 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,5,3.1,377963,1983,2382,51.149005,-114.05428
LINC-103902,CGL-203902,"9330 Elbow Dr SW, Calgary, AB",Beltline,Condo,2,1.9,384370,2021,1480,51.16227,-114.01724
LINC-103903,CGL-203903,"9742 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,4,2.4,920674,1957,2811,50.978835,-114.0912
