LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-103971,CGL-203971,"7259 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,2,2.2,276413,2015,1213
LINC-103972,CGL-203972,"5714 8 Ave NE, Calgary, AB",Panorama Hills,Condo,2,3.7,743748,1983,3398
LINC-103973,CGL-203973,"1219 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,4,2.3,861607,1963,862
LINC-103974,CGL-203974,"2168 Elbow Dr SW, Calgary, AB",Brentwood,Detached,2,1.2,907061,1971,1820
LINC-103975,CGL-203975,"2706 Memorial Dr NE, Calgary, AB",Mahogany,Detached,1,2.8,1078079,2019,2824
LINC-103976,CGL-203976,"2504 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,2.2,1045054,1990,2349
LINC-103977,CGL-203977,"4427 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,4,3.7,984072,1977,1240
LINC-103978,CGL-203978,"6240 Elbow Dr SW, Calgary, AB",Seton,Condo,3,1.9,330122,1964,2633
LINC-103979,CGL-203979,"1698 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,3.0,1051651,1993,849
LINC-103980,CGL-203980,"3603 Centre St N, Calgary, AB",Mahogany,Detached,5,3.9,970528,1993,1091
LINC-103981,CGL-203981,"1049 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.3,871923,1977,2320
LINC-103982,CGL-203982,"7126 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,3.3,543033,2013,828
LINC-103983,CGL-203983,"4362 Centre St N, Calgary, AB",Panorama Hills,Detached,2,1.1,328119,1983,3211
LINC-103984,CGL-203984,"8656 8 Ave NE, Calgary, AB",Brentwood,Detached,3,1.8,312563,1962,955
LINC-103985,CGL-203985,"3124 Centre St N, Calgary, AB",Brentwood,Townhouse,2,3.7,261972,1975,506
LINC-103986,CGL-203986,"8425 Centre St N, Calgary, AB",Seton,Condo,3,2.4,756362,1955,3499
LINC-103987,CGL-203987,"9488 17 Ave SW, Calgary, AB",Mahogany,Townhouse,4,2.3,819862,1980,2404
LINC-103988,CGL-203988,"6280 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,3,1.0,691521,2011,3322
LINC-103989,CGL-203989,"1176 Elbow Dr SW, Calgary, AB",Mahogany,Detached,1,2.5,293826,1986,2734
LINC-103990,CGL-203990,"8677 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,5,1.1,564367,1963,2552
LINC-103991,CGL-203991,"6488 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,1,1.7,1117287,1970,2085
LINC-103992,CGL-203992,"4972 Elbow Dr SW, Calgary, AB",Tuscany,Condo,3,2.8,739966,1988,947
LINC-103993,CGL-203993,"9747 Crowchild Trail NW, Calgary, AB",Beltline,Condo,1,2.0,967945,1979,2995
LINC-103994,CGL-203994,"434 Centre St N, Calgary, AB",Seton,Condo,5,1.1,841983,2012,3142
LINC-103995,CGL-203995,"353 8 Ave NE, Calgary, AB",Tuscany,Detached,3,3.4,370054,2007,3296
LINC-103996,CGL-203996,"969 17 Ave SW, Calgary, AB",Signal Hill,Detached,3,2.7,354690,1974,2126
LINC-103997,CGL-203997,"9026 8 Ave NE, Calgary, AB",Signal Hill,Condo,4,3.9,734831,1985,1217
LINC-103998,CGL-203998,"2031 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,1.7,1195111,2000,3484
LINC-103999,CGL-203999,"2369 Memorial Dr NE, Calgary, AB",Seton,Condo,2,2.2,253614,1967,1213
LINC-104000,CGL-204000,"1952 Centre St N, Calgary, AB",Signal Hill,Townhouse,1,2.7,784819,2008,2002
LINC-104001,CGL-204001,"4627 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,1.7,1060237,1997,2733
LINC-104002,CGL-204002,"3881 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,2,3.0,901750,1960,517
LINC-104003,CGL-204003,"6788 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,3,3.6,753335,1989,1884
LINC-104004,CGL-204004,"4256 Centre St N, Calgary, AB",Signal Hill,Detached,3,1.4,1168638,1970,833
LINC-104005,CGL-204005,"5084 17 Ave SW, Calgary, AB",Seton,Detached,2,3.7,506422,1974,855
LINC-104006,CGL-204006,"9461 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,3.1,843768,1951,1403
LINC-104007,CGL-204007,"5652 Memorial Dr NE, Calgary, AB",Seton,Townhouse,4,1.3,766889,1960,2490
LINC-104008,CGL-204008,"539 8 Ave NE, Calgary, AB",Beltline,Condo,4,2.5,309751,2023,1742
LINC-104009,CGL-204009,"1307 8 Ave NE, Calgary, AB",Tuscany,Townhouse,4,1.0,347751,2000,1537
LINC-104010,CGL-204010,"8961 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,2.8,468978,1980,2335
LINC-104011,CGL-204011,"6410 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,2.4,1123178,2001,2373
LINC-104012,CGL-204012,"7715 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,1,1.0,543407,1978,1770
LINC-104013,CGL-204013,"5418 Elbow Dr SW, Calgary, AB",Seton,Townhouse,5,3.4,727150,1979,827
LINC-104014,CGL-204014,"7840 Memorial Dr NE, Calgary, AB",Brentwood,Detached,2,1.7,527030,2003,3459
LINC-104015,CGL-204015,"7492 MacLeod Trail SE, Calgary, AB",Seton,Condo,3,4.0,606815,1964,501
LINC-104016,CGL-204016,"5051 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,1,2.8,984956,2006,3471
LINC-104017,CGL-204017,"3658 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,1,4.0,655816,1952,1896
LINC-104018,CGL-204018,"4843 8 Ave NE, Calgary, AB",Mahogany,Detached,4,2.8,1139936,1996,2874
LINC-104019,CGL-204019,"4997 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,1.3,303713,2011,2859
LINC-104020,CGL-204020,"7844 Centre St N, Calgary, AB",Tuscany,Condo,3,1.9,1029280,1994,2213
LINC-104021,CGL-204021,"5693 Centre St N, Calgary, AB",Brentwood,Townhouse,5,3.4,409069,1971,2086
LINC-104022,CGL-204022,"9547 8 Ave NE, Calgary, AB",Tuscany,Townhouse,3,1.8,963346,1953,1332
LINC-104023,CGL-204023,"9602 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,3,3.9,648695,2017,1928
LINC-104024,CGL-204024,"6929 17 Ave SW, Calgary, AB",Seton,Condo,4,3.2,1014321,1973,3162
LINC-104025,CGL-204025,"6780 17 Ave SW, Calgary, AB",Brentwood,Townhouse,2,3.8,1069763,2020,2451
LINC-104026,CGL-204026,"653 Crowchild Trail NW, Calgary, AB",Seton,Condo,4,3.7,710359,1997,2418
LINC-104027,CGL-204027,"769 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,5,2.7,1115509,2002,1091
LINC-104028,CGL-204028,"6264 8 Ave NE, Calgary, AB",Mahogany,Condo,5,1.6,1031639,2006,785
LINC-104029,CGL-204029,"1499 17 Ave SW, Calgary, AB",Mahogany,Detached,3,1.4,830804,2003,1206
LINC-104030,CGL-204030,"3170 Elbow Dr SW, Calgary, AB",Seton,Detached,4,2.6,1194773,1971,1677
LINC-104031,CGL-204031,"3404 8 Ave NE, Calgary, AB",Brentwood,Detached,2,1.2,400048,1977,3026
LINC-104032,CGL-204032,"9756 8 Ave NE, Calgary, AB",Tuscany,Condo,4,1.1,670621,1953,2047
LINC-104033,CGL-204033,"9373 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,1,2.2,610489,1966,1281
LINC-104034,CGL-204034,"5687 Centre St N, Calgary, AB",Signal Hill,Condo,3,3.3,877872,1989,870
LINC-104035,CGL-204035,"2337 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,4,3.1,300919,1954,2066
LINC-104036,CGL-204036,"4440 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,1.9,752138,1993,1505
LINC-104037,CGL-204037,"1847 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,5,3.3,518356,1971,1983
LINC-104038,CGL-204038,"5835 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,1,2.0,715637,2002,1739
LINC-104039,CGL-204039,"2262 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,4,2.7,694886,2020,2671
LINC-104040,CGL-204040,"7417 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,2,1.1,1007183,1966,1191
LINC-104041,CGL-204041,"2104 8 Ave NE, Calgary, AB",Beltline,Condo,1,3.7,347549,1991,2794
LINC-104042,CGL-204042,"6674 Centre St N, Calgary, AB",Brentwood,Townhouse,5,3.0,816173,2010,2817
LINC-104043,CGL-204043,"8693 Memorial Dr NE, Calgary, AB",Mahogany,Detached,5,2.5,1116507,1959,1530
LINC-104044,CGL-204044,"2680 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,3.4,432117,2023,963
LINC-104045,CGL-204045,"7864 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,1.9,697857,1951,1460
LINC-104046,CGL-204046,"3289 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,5,2.5,743887,1950,579
LINC-104047,CGL-204047,"5411 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,2.6,577385,1993,3304
LINC-104048,CGL-204048,"1399 8 Ave NE, Calgary, AB",Beltline,Detached,2,3.2,937953,1950,836
LINC-104049,CGL-204049,"8113 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,3,1.2,538805,2017,2540
LINC-104050,CGL-204050,"2352 Elbow Dr SW, Calgary, AB",Seton,Townhouse,1,1.2,1181183,1984,2162
LINC-104051,CGL-204051,"6900 8 Ave NE, Calgary, AB",Seton,Condo,3,3.0,268776,1962,1956
LINC-104052,CGL-204052,"2903 Centre St N, Calgary, AB",Panorama Hills,Townhouse,5,2.3,539170,1971,708
LINC-104053,CGL-204053,"3865 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,1,2.4,1054260,1993,1697
LINC-104054,CGL-204054,"8994 Memorial Dr NE, Calgary, AB",Brentwood,Detached,1,2.7,640555,2014,2521
LINC-104055,CGL-204055,"2422 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,2,2.2,991571,1951,2245
LINC-104056,CGL-204056,"902 Memorial Dr NE, Calgary, AB",Beltline,Condo,3,2.3,873293,1969,1438
LINC-104057,CGL-204057,"2304 Centre St N, Calgary, AB",Mahogany,Detached,3,3.2,807344,1993,2548
LINC-104058,CGL-204058,"1733 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,1,1.3,296435,1963,2816
LINC-104059,CGL-204059,"7182 Centre St N, Calgary, AB",Signal Hill,Condo,2,1.1,385399,1994,801
LINC-104060,CGL-204060,"9462 8 Ave NE, Calgary, AB",Beltline,Detached,5,1.5,1008982,1995,1017
LINC-104061,CGL-204061,"4003 8 Ave NE, Calgary, AB",Panorama Hills,Detached,5,2.3,253933,1984,2856
LINC-104062,CGL-204062,"3339 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,3,2.5,872214,1963,1907
LINC-104063,CGL-204063,"8874 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,1.2,1133234,1977,2975
LINC-104064,CGL-204064,"7368 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,3.9,1197952,2009,1869
LINC-104065,CGL-204065,"7628 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,3,3.7,563552,2021,2415
LINC-104066,CGL-204066,"4003 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,1.4,880498,1960,2618
LINC-104067,CGL-204067,"9036 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,1.9,853041,2010,3480
LINC-104068,CGL-204068,"7465 8 Ave NE, Calgary, AB",Seton,Townhouse,4,3.1,733485,2011,1203
LINC-104069,CGL-204069,"4325 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,3,1.6,1176250,1993,1746
LINC-104070,CGL-204070,"7676 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,5,3.9,644675,1996,2451
LINC-104071,CGL-204071,"1907 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,3,1.7,793715,1955,1141
LINC-104072,CGL-204072,"9461 17 Ave SW, Calgary, AB",Seton,Detached,3,3.8,928716,1952,3124
LINC-104073,CGL-204073,"4963 8 Ave NE, Calgary, AB",Tuscany,Condo,5,3.6,303020,1953,3453
LINC-104074,CGL-204074,"916 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,1.2,982956,1995,2478
LINC-104075,CGL-204075,"3836 Centre St N, Calgary, AB",Mahogany,Detached,3,3.6,675215,1998,3344
LINC-104076,CGL-204076,"2367 8 Ave NE, Calgary, AB",Tuscany,Condo,5,1.5,284658,1978,2189
LINC-104077,CGL-204077,"9923 8 Ave NE, Calgary, AB",Beltline,Townhouse,1,3.2,531469,1957,910
LINC-104078,CGL-204078,"5540 8 Ave NE, Calgary, AB",Mahogany,Detached,1,3.8,369169,2008,1255
LINC-104079,CGL-204079,"3086 Centre St N, Calgary, AB",Tuscany,Detached,3,2.5,1158364,1992,2224
LINC-104080,CGL-204080,"9464 Memorial Dr NE, Calgary, AB",Beltline,Detached,1,2.6,381988,1978,1390
LINC-104081,CGL-204081,"5506 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,3,2.3,571047,1970,1146
LINC-104082,CGL-204082,"9524 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,3,2.8,967636,2003,3340
LINC-104083,CGL-204083,"7985 Memorial Dr NE, Calgary, AB",Mahogany,Detached,3,1.7,874037,1952,1191
LINC-104084,CGL-204084,"2822 Centre St N, Calgary, AB",Seton,Detached,3,2.4,1067231,1980,2149
LINC-104085,CGL-204085,"5415 17 Ave SW, Calgary, AB",Beltline,Townhouse,2,1.4,840104,1952,2853
LINC-104086,CGL-204086,"721 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,4,1.9,725301,2002,776
LINC-104087,CGL-204087,"5207 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,2.5,1132937,1991,1802
LINC-104088,CGL-204088,"4356 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,3,1.5,510659,1965,2140
LINC-104089,CGL-204089,"8172 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,1,3.2,714387,1996,1596
LINC-104090,CGL-204090,"9453 8 Ave NE, Calgary, AB",Signal Hill,Detached,3,3.9,967131,2023,2139
LINC-104091,CGL-204091,"9725 17 Ave SW, Calgary, AB",Tuscany,Condo,2,3.2,954505,1973,3321
LINC-104092,CGL-204092,"5781 8 Ave NE, Calgary, AB",Signal Hill,Condo,5,3.1,600616,2008,1311
LINC-104093,CGL-204093,"4165 Memorial Dr NE, Calgary, AB",Seton,Townhouse,1,3.7,508236,1952,2471
LINC-104094,CGL-204094,"3908 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,2,1.2,491175,2004,1770
LINC-104095,CGL-204095,"1762 Memorial Dr NE, Calgary, AB",Brentwood,Detached,3,3.3,515812,1952,3094
LINC-104096,CGL-204096,"9439 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,4,1.5,503469,1979,1920
LINC-104097,CGL-204097,"834 MacLeod Trail SE, Calgary, AB",Beltline,Condo,1,1.4,1111404,1966,1837
LINC-104098,CGL-204098,"1670 Memorial Dr NE, Calgary, AB",Beltline,Condo,1,2.1,623811,1991,2688
LINC-104099,CGL-204099,"8269 17 Ave SW, Calgary, AB",Seton,Townhouse,3,2.9,982183,1956,1619
LINC-104100,CGL-204100,"2588 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,3,3.8,662373,1989,791
LINC-104101,CGL-204101,"1389 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,3,3.4,1147424,1961,1039
LINC-104102,CGL-204102,"5355 8 Ave NE, Calgary, AB",Signal Hill,Detached,4,3.3,329028,1961,1521
LINC-104103,CGL-204103,"5756 17 Ave SW, Calgary, AB",Tuscany,Townhouse,2,3.2,575121,1982,780
LINC-104104,CGL-204104,"7807 17 Ave SW, Calgary, AB",Tuscany,Townhouse,4,3.6,579314,1995,2532
LINC-104105,CGL-204105,"2086 Centre St N, Calgary, AB",Mahogany,Detached,2,3.9,912494,1966,1637
LINC-104106,CGL-204106,"6810 8 Ave NE, Calgary, AB",Beltline,Condo,1,3.2,390643,1959,3249
LINC-104107,CGL-204107,"8889 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,4,1.7,387807,1951,503
LINC-104108,CGL-204108,"7607 Centre St N, Calgary, AB",Beltline,Condo,1,1.9,307393,1990,2986
LINC-104109,CGL-204109,"9313 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,3,3.0,690430,2007,2386
LINC-104110,CGL-204110,"1367 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,2,3.1,692979,1953,2569
LINC-104111,CGL-204111,"788 Elbow Dr SW, Calgary, AB",Seton,Townhouse,1,1.3,332467,1986,2210
LINC-104112,CGL-204112,"1673 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,2,2.8,759180,2015,2648
LINC-104113,CGL-204113,"8305 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,5,1.6,544699,2000,3188
LINC-104114,CGL-204114,"1977 Centre St N, Calgary, AB",Brentwood,Townhouse,5,1.3,782945,2010,3398
LINC-104115,CGL-204115,"8876 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,3.5,620379,2003,2940
LINC-104116,CGL-204116,"849 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,2.1,669702,2021,2696
LINC-104117,CGL-204117,"2726 Centre St N, Calgary, AB",Mahogany,Detached,5,1.1,752443,1969,3426
LINC-104118,CGL-204118,"8099 8 Ave NE, Calgary, AB",Seton,Detached,5,1.3,951250,1987,2332
LINC-104119,CGL-204119,"2628 Elbow Dr SW, Calgary, AB",Brentwood,Condo,2,2.1,546451,1952,2409
LINC-104120,CGL-204120,"8550 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,3.9,482726,1956,2139
LINC-104121,CGL-204121,"9990 Centre St N, Calgary, AB",Signal Hill,Townhouse,5,2.9,847366,1997,922
LINC-104122,CGL-204122,"4282 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,1.6,733866,1960,1565
LINC-104123,CGL-204123,"6449 Centre St N, Calgary, AB",Tuscany,Townhouse,1,3.8,647324,2017,2609
LINC-104124,CGL-204124,"6946 Centre St N, Calgary, AB",Tuscany,Detached,5,2.0,765294,1962,844
LINC-104125,CGL-204125,"7062 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,2.1,887135,1996,2147
LINC-104126,CGL-204126,"3495 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,1.1,906216,2006,1358
LINC-104127,CGL-204127,"9743 8 Ave NE, Calgary, AB",Beltline,Townhouse,1,1.4,804965,1994,2255
LINC-104128,CGL-204128,"5527 Memorial Dr NE, Calgary, AB",Seton,Detached,2,3.3,987679,2011,2474
LINC-104129,CGL-204129,"4064 17 Ave SW, Calgary, AB",Panorama Hills,Detached,1,2.1,970909,2021,2470
LINC-104130,CGL-204130,"1873 Crowchild Trail NW, Calgary, AB",Seton,Detached,4,1.3,546926,2020,2468
LINC-104131,CGL-204131,"2618 17 Ave SW, Calgary, AB",Seton,Detached,2,1.8,310373,1967,2035
LINC-104132,CGL-204132,"4852 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,4.0,560155,1954,2577
LINC-104133,CGL-204133,"697 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,5,3.5,845621,2013,2144
LINC-104134,CGL-204134,"7607 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,4,1.4,645844,1962,2104
LINC-104135,CGL-204135,"3615 17 Ave SW, Calgary, AB",Brentwood,Condo,2,2.6,1059969,1957,612
LINC-104136,CGL-204136,"590 Crowchild Trail NW, Calgary, AB",Beltline,Condo,2,1.9,894966,1989,3033
LINC-104137,CGL-204137,"3803 17 Ave SW, Calgary, AB",Mahogany,Townhouse,3,1.3,845736,2022,3137
LINC-104138,CGL-204138,"6862 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,4,1.5,899275,2013,3339
LINC-104139,CGL-204139,"3289 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,5,3.4,414377,1968,1879
LINC-104140,CGL-204140,"2642 Centre St N, Calgary, AB",Seton,Condo,4,1.2,423993,1966,1523
LINC-104141,CGL-204141,"712 8 Ave NE, Calgary, AB",Brentwood,Condo,1,2.1,1029677,2009,2349
LINC-104142,CGL-204142,"1772 8 Ave NE, Calgary, AB",Tuscany,Detached,3,2.6,1022358,1955,1574
LINC-104143,CGL-204143,"1775 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,2,3.3,781461,1951,1879
LINC-104144,CGL-204144,"1237 Centre St N, Calgary, AB",Mahogany,Condo,1,3.1,1089949,1964,1236
LINC-104145,CGL-204145,"3663 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,5,2.7,1058791,1985,2490
LINC-104146,CGL-204146,"651 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,2.2,592239,1967,2440
LINC-104147,CGL-204147,"6504 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,3,1.9,412836,1951,1092
LINC-104148,CGL-204148,"2722 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,5,1.4,812761,2019,2109
LINC-104149,CGL-204149,"3235 Elbow Dr SW, Calgary, AB",Beltline,Detached,4,1.7,330540,1988,2003
LINC-104150,CGL-204150,"780 8 Ave NE, Calgary, AB",Beltline,Detached,5,1.1,409907,1998,3281
LINC-104151,CGL-204151,"6336 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.4,883636,1981,3242
LINC-104152,CGL-204152,"9500 Centre St N, Calgary, AB",Beltline,Condo,1,1.1,726263,1961,2553
LINC-104153,CGL-204153,"9403 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,1,3.4,1093304,1966,1791
LINC-104154,CGL-204154,"6299 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,2,3.7,1011560,2012,2176
LINC-104155,CGL-204155,"9278 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,3,1.2,297465,1978,1572
LINC-104156,CGL-204156,"1386 MacLeod Trail SE, Calgary, AB",Beltline,Detached,1,2.5,366249,2021,3094
LINC-104157,CGL-204157,"1796 MacLeod Trail SE, Calgary, AB",Beltline,Condo,1,3.1,492699,1970,1789
LINC-104158,CGL-204158,"1997 Centre St N, Calgary, AB",Seton,Townhouse,1,1.9,722316,1954,2557
LINC-104159,CGL-204159,"6017 Centre St N, Calgary, AB",Beltline,Townhouse,3,3.4,1095857,1999,2356
LINC-104160,CGL-204160,"1739 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,4,2.6,322570,1952,1310
LINC-104161,CGL-204161,"1813 MacLeod Trail SE, Calgary, AB",Seton,Condo,4,1.8,746816,1966,1124
LINC-104162,CGL-204162,"7599 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,5,1.8,307307,2008,3472
LINC-104163,CGL-204163,"4486 17 Ave SW, Calgary, AB",Brentwood,Detached,4,1.8,898268,2017,2342
LINC-104164,CGL-204164,"160 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,5,1.3,489871,2000,3018
LINC-104165,CGL-204165,"4833 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,3.9,324247,1950,2078
LINC-104166,CGL-204166,"377 8 Ave NE, Calgary, AB",Brentwood,Condo,4,2.1,318542,2021,686
LINC-104167,CGL-204167,"5796 Centre St N, Calgary, AB",Mahogany,Detached,1,3.1,287964,1960,609
LINC-104168,CGL-204168,"8846 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,3,1.9,1075025,1962,1178
LINC-104169,CGL-204169,"5377 8 Ave NE, Calgary, AB",Mahogany,Detached,4,3.8,272353,1957,1650
LINC-104170,CGL-204170,"7322 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,2.8,1169406,2021,2050
LINC-104171,CGL-204171,"9666 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,3,2.5,791866,1958,2414
LINC-104172,CGL-204172,"298 Elbow Dr SW, Calgary, AB",Brentwood,Condo,1,1.1,306158,2008,2419
LINC-104173,CGL-204173,"164 Memorial Dr NE, Calgary, AB",Beltline,Condo,4,3.8,1052390,1978,3178
LINC-104174,CGL-204174,"7972 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,5,1.6,461800,1954,2319
LINC-104175,CGL-204175,"8747 17 Ave SW, Calgary, AB",Beltline,Detached,4,1.3,987656,2004,713
LINC-104176,CGL-204176,"698 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,2,3.8,531070,1986,1703
LINC-104177,CGL-204177,"1511 Memorial Dr NE, Calgary, AB",Tuscany,Condo,5,2.3,542884,1979,1451
LINC-104178,CGL-204178,"3922 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,3.0,1015891,2002,3372
LINC-104179,CGL-204179,"5710 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,4.0,753363,1953,1364
LINC-104180,CGL-204180,"3936 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,1,1.9,978479,1973,2075
LINC-104181,CGL-204181,"6722 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,4,3.2,1025630,2011,3152
LINC-104182,CGL-204182,"7577 8 Ave NE, Calgary, AB",Beltline,Condo,2,3.9,1161268,1988,2251
LINC-104183,CGL-204183,"2635 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,2,3.8,455600,2021,1929
LINC-104184,CGL-204184,"8718 Centre St N, Calgary, AB",Seton,Condo,2,3.5,410887,2011,3198
LINC-104185,CGL-204185,"6457 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,1,1.8,332041,1980,1620
LINC-104186,CGL-204186,"9545 8 Ave NE, Calgary, AB",Seton,Detached,4,3.8,659486,2006,636
LINC-104187,CGL-204187,"7152 17 Ave SW, Calgary, AB",Tuscany,Condo,5,2.9,750895,1979,1808
LINC-104188,CGL-204188,"7677 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,1,2.2,605468,1953,2110
LINC-104189,CGL-204189,"9724 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,3,3.3,662242,1988,2141
LINC-104190,CGL-204190,"3518 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,5,2.3,356560,1987,3214
LINC-104191,CGL-204191,"5468 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,2,2.8,498865,1982,3209
LINC-104192,CGL-204192,"2267 Centre St N, Calgary, AB",Panorama Hills,Detached,5,4.0,666843,1969,1983
LINC-104193,CGL-204193,"5378 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,1,2.0,901310,1972,2095
LINC-104194,CGL-204194,"978 17 Ave SW, Calgary, AB",Beltline,Townhouse,1,3.4,1084952,1964,3232
LINC-104195,CGL-204195,"1007 17 Ave SW, Calgary, AB",Seton,Condo,4,1.2,323833,2008,1288
LINC-104196,CGL-204196,"9305 MacLeod Trail SE, Calgary, AB",Seton,Condo,5,2.9,335879,1967,859
LINC-104197,CGL-204197,"3884 17 Ave SW, Calgary, AB",Beltline,Townhouse,5,2.5,936973,1974,2674
LINC-104198,CGL-204198,"5063 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,5,1.2,963450,2021,2158
